"finess_ET","finess_EJ","RS","cat","statut","address","lat","lng","LIT_chir","LIT_obs","LIT_HAD","LIT_med","LIT_psy","LIT_SLD","LIT_SSR","SEJHC_chir","SEJHC_obs","SEJHC_HAD","SEJHC_med","SEJHC_psy","SEJHC_SLD","SEJHC_SSR","JOU_chir","JOU_obs","JOU_HAD","JOU_med","JOU_psy","JOU_SLD","JOU_SSR","PLA_chir","PLA_obs","PLA_HAD","PLA_med","PLA_psy","PLA_SLD","PLA_SSR","SEJHP_chir","SEJHP_obs","SEJHP_HAD","SEJHP_med","SEJHP_psy","SEJHP_SLD","SEJHP_SSR","LIT_total","SEJHC_total","JOU_total","PLA_total","SEJHP_total"
"780300125","780000535","POLYCLINIQUE REGION MANTAISE","Etablissement de soins chirurgicaux","Prive lucratif","POLYCLINIQUE REGION MANTAISE 23 BD VICTOR DUHAMEL 78200 MANTES LA JOLIE",48.984256,1.716715,63,NA,NA,0,NA,NA,NA,2611,NA,NA,15,NA,NA,NA,12216,NA,NA,315,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,6578,NA,NA,0,NA,NA,NA,63,2626,12531,14,6578
"780300166","310021258","KORIAN LES NOES","SSR prive","Prive lucratif","CLINIQUE KORIAN LES NOES 46 R RAYMOND BERRURIER 78320 LE MESNIL ST DENIS",48.743798,1.9599411,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,535,NA,NA,NA,NA,NA,NA,22424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,535,22424,0,0
"780300208","780000576","CLINIQUE SAINT LOUIS","Etablissement de soins pluridisciplinaire","Prive lucratif","CLINIQUE SAINT LOUIS 1 R BASSET 78300 POISSY",48.9305571,2.0377233,52,26,NA,25,NA,NA,40,1961,1235,NA,386,NA,NA,448,7919,3783,NA,2931,NA,NA,13181,22,NA,NA,6,NA,NA,NA,6583,0,NA,14,NA,NA,NA,143,4030,27814,28,6597
"780300224","310021225","CENTRE DE SOINS DE SUITE SARTROUVILLE","SSR prive","Prive lucratif","CTRE SOINS SUITE SARTROUVILLE 20 AV MAURICE BERTEAUX 78502 SARTROUVILLE CEDEX",48.943018,2.1613676,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,448,NA,NA,NA,NA,NA,NA,25451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,448,25451,0,0
"780300323","780003679","CLINIQUE DES FRANCISCAINES","Etablissement de soins pluridisciplinaire","Prive lucratif","HOP PRIVE DE VERSAILLES FRANCISCAINES 7 R PORTE DE BUC 78009 VERSAILLES CEDEX",48.7949366,2.1388147,54,53,NA,30,NA,NA,NA,5011,3129,NA,1390,NA,NA,NA,17031,13742,NA,7689,NA,NA,NA,16,NA,NA,5,NA,NA,NA,2263,0,NA,1202,NA,NA,NA,137,9530,38462,21,3465
"780300364","780003679","HOPITAL PRIVE DE VERSAILLES","Etablissement de soins pluridisciplinaire","Prive lucratif","HOPITAL PRIVE DE VERSAILLES-LA MAYE 49 R DU PARC DE CLAGNY 78009 VERSAILLES CEDEX",48.8166836,2.1408336,28,NA,NA,0,NA,NA,NA,1091,NA,NA,224,NA,NA,NA,1648,NA,NA,274,NA,NA,NA,12,NA,NA,25,NA,NA,NA,3953,NA,NA,10003,NA,NA,NA,28,1315,1922,37,13956
"780300406","780018032","HOPITAL PRIVE PARLY 2","Etablissement de soins pluridisciplinaire","Prive lucratif","HOPITAL PRIVE DE PARLY II 21 R MOXOURIS 78150 LE CHESNAY",48.830132,2.1197215,88,26,NA,59,NA,NA,NA,4217,1480,NA,3496,NA,NA,NA,21077,6718,NA,20604,NA,NA,NA,30,2,NA,3,NA,NA,NA,8529,42,NA,251,NA,NA,NA,173,9193,48399,35,8822
"780300414","780000675","CENTRE HOSPITALIER PRIVE DE L'EUROPE","Etablissement de soins pluridisciplinaire","Prive lucratif","CENTRE HOSPITALIER PRIVE DE L EUROPE 9 R DE SAINT GERMAIN 78560 LE PORT MARLY",48.8811145,2.1067626,110,NA,NA,88,NA,NA,NA,4514,NA,NA,4429,NA,NA,NA,18051,NA,NA,31199,NA,NA,NA,30,NA,NA,0,NA,NA,NA,10431,NA,NA,0,NA,NA,NA,198,8943,49250,30,10431
"780300422","780002259","HOPITAL PRIVE DE L'OUEST PARISIEN","Etablissement de soins pluridisciplinaire","Prive lucratif","HOPITAL PRIVE DE L OUEST PARISIEN 14 AV CASTIGLIONE DEL LAGO 78190 TRAPPES",48.7783897,1.9891298,104,28,NA,64,NA,NA,NA,5219,1228,NA,4973,NA,NA,NA,22848,6168,NA,21093,NA,NA,NA,44,1,NA,11,NA,NA,NA,12960,13,NA,149,NA,NA,NA,196,11420,50109,56,13122
"780300448","310021209","CLIN.KORIAN LA GUYONNE","SSR prive","Prive lucratif","CLINIQUE KORIAN LA GUYONNE 15 R PROFESSEUR MARILLER 78690 ST REMY L HONORE",48.7560686,1.8825069,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,692,NA,NA,NA,NA,NA,NA,27418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,692,27418,0,0
"780300455","780000717","CENTRE HOSP. PRIVE DU MONTGARDE","Etablissement de soins pluridisciplinaire","Prive lucratif","CENTRE HOSP. PRIVE DU MONTGARDE 32 R DU MONTGARDE 78410 AUBERGENVILLE",48.9559782,1.8467521,45,NA,NA,25,NA,NA,NA,2527,NA,NA,727,NA,NA,NA,7281,NA,NA,2517,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,7555,NA,NA,0,NA,NA,NA,70,3254,9798,15,7555
"780310025","750043994","Clinique Villa des Pages","Maison de sant√© pour maladies mentales","Prive lucratif",NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,504,NA,NA,NA,NA,NA,NA,16173,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,922,NA,NA,59,504,16173,5,922
"780420022","750042590","Le CERRSY","SSR prive","ESPIC","LE CERRSY 72 R DE L ETANG DE LA TOUR 78120 RAMBOUILLET",48.6505777,1.8722544,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,673,NA,NA,NA,NA,NA,NA,26519,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,3970,90,673,26519,12,3970
"780420048","780021069","MAISON DE FAMILLE  L'OASIS","SSR prive","Prive lucratif","REPOS ET CONVALESCENCE L OASIS R LAMARTINE 78470 ST REMY LES CHEVREUSE",48.7078296,2.0695845,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,665,NA,NA,NA,NA,NA,NA,19199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,665,19199,0,0
"780630026","750803900","CENTRE PEDIATRIQUE DES COTES","SSR prive","ESPIC","CENTRE PEDIATRIQUE DES COTES 78350 LES LOGES EN JOSAS",48.7587783,2.1438047,NA,NA,NA,1,NA,NA,57,NA,NA,NA,44,NA,NA,574,NA,NA,NA,292,NA,NA,16303,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,1389,NA,NA,NA,58,618,16595,8,1389
"780700027","780822193","CLINIQUE DE BAZINCOURT","SSR prive","Prive lucratif","CMPR DE BAZINCOURT RTE DE VERNEUIL 78130 CHAPET",48.9707545,1.9472975,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,575,NA,NA,NA,NA,NA,NA,30782,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,6622,90,575,30782,20,6622
"780700050","780826210","CTR MED. DE REEDUCATION APARC","SSR prive","Prive non lucratif (non ESPIC)","CTR MED. DE REEDUCATION APARC 66 R NATIONALE 78710 ROSNY SUR SEINE",49.000991,1.631533,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,412,NA,NA,NA,NA,NA,NA,21776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,412,21776,0,0
"780800256","780110078","CH VERSAILLES ANDRE MIGNOT","CH","Public","CH VERSAILLES ANDRE MIGNOT 177 R DE VERSAILLES 78157 LE CHESNAY CEDEX",48.8312186,2.1263343,118,32,NA,318,45,NA,NA,5143,3666,NA,22192,1988,NA,NA,27083,14312,NA,102247,13499,NA,NA,13,5,NA,24,8,NA,NA,2784,1325,NA,2175,2278,NA,NA,513,32989,157141,50,8562
"780822631","780822920","CENTRE AUTODIALYSE DES ARCADES","Structure d'alternative a la dialyse","Prive non lucratif (non ESPIC)","CENTRE AUTODIALYSE DES ARCADES 2 R JACQUES CARTIER 78180 MONTIGNY LE BRETONNEUX",48.7689328,2.0415867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"780822748","780002697","CENTRE LONG SEJOUR DU CH MEULAN","SLD","Public",NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,11058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,11058,0,0
"780823134","780822920","UNIT… D'AUTODIALYSE BEAUREGARD","Structure d'alternative a la dialyse","Prive non lucratif (non ESPIC)","UNITE D AUTODIALYSE BEAUREGARD 2 RTE DE ROCQUENCOURT 78170 LA CELLE ST CLOUD",48.8359524,2.1249513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"780825816","780003638","POLE DE MEDECINE PHYSIQUE ET DE READAPTATION DE RI","SSR prive","ESPIC","POLE MED PHYSIQUE-READAPTATION MALLET 22 RTE DE GRESSEY 78550 RICHEBOURG",48.8258904,1.6351176,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,211,NA,NA,NA,NA,NA,NA,12639,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,5283,35,211,12639,15,5283
"780826145","750806853","UNITE D'AUTODIALYSE (AURA)","Structure d'alternative a la dialyse","ESPIC","UNITE DE DIALYSE AURA - RAMBOUILLET 13 R PASTEUR 78120 RAMBOUILLET",48.6516205,1.8238255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"780826152","780822920","UNITE .AUTODIAL.IMPRESSIONNISTES","Structure d'alternative a la dialyse","Prive non lucratif (non ESPIC)","UNITE .AUTODIAL.IMPRESSIONNISTES 45 RTE DE MAISONS 78400 CHATOU",48.8982956,2.1544029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"790000087","790000012","CENTRE HOSPITAL. GEORGES RENON","CH","Public","CH GEORGES RENON - NIORT 40 AV CHARLES DE GAULLE 79021 NIORT CEDEX",46.3168473,-0.4600927,128,47,NA,335,178,71,91,6833,2774,NA,18272,2171,35,1044,32726,10213,9308,94356,83941,18183,32871,21,4,40,70,96,NA,10,4359,335,252,1624,23799,NA,1797,850,31129,281598,241,32166
"790000095","790006654","SITE HOSPITALIER DE BRESSUIRE","CH","Public","SITE HOSPITALIER DE BRESSUIRE R DU DOCTEUR ICHON 79302 BRESSUIRE CEDEX",46.8320446,-0.3865429,49,27,NA,42,NA,NA,NA,2543,1343,NA,1978,NA,NA,NA,11625,4962,NA,14411,NA,NA,NA,6,1,NA,3,NA,NA,NA,1929,586,NA,138,NA,NA,NA,118,5864,30998,10,2653
"790000103","790006654","CTRE HOSPITALIER NORD DEUX-SEVRES","CH","Public","SITE HOSPITALIER DE PARTHENAY 13 R DE BROSSARD 79205 PARTHENAY CEDEX",46.651989,-0.2216655,0,NA,NA,40,NA,NA,82,0,NA,NA,1888,NA,NA,840,0,NA,NA,13289,NA,NA,28744,7,NA,NA,2,NA,NA,2,1231,NA,NA,124,NA,NA,659,122,2728,42033,11,2014
"790000111","790000046","CTRE HOSPITALER DE ST MAIXENT","CH","Public","CENTRE HOSPITALIER - ST MAIXENT 13 R DU PANIER FLEURI 79403 ST MAIXENT L ECOLE CEDEX",46.4103776,-0.2208298,NA,NA,NA,15,NA,35,49,NA,NA,NA,408,NA,35,482,NA,NA,3110,5133,NA,11013,15303,NA,NA,10,NA,NA,NA,NA,NA,NA,85,0,NA,NA,NA,99,925,34559,10,85
"790000137","790000061","CTRE HOSPITALIER DE MELLE","CH","Public","CTRE HOSPITALIER DE MELLE RTE DE LA ROCHE 79500 MELLE",46.229762,-0.1528142,NA,NA,NA,10,NA,NA,25,NA,NA,NA,226,NA,NA,261,NA,NA,2785,3388,NA,NA,8816,NA,NA,10,NA,NA,NA,NA,NA,NA,87,0,NA,NA,NA,35,487,14989,10,87
"790000145","790000079","CENTRE HOSPITALIER DE MAULEON","CH","Public","CTRE HOSPITALIER DE MAULEON 13 R DE L HOPITAL 79700 MAULEON",46.9223586,-0.7457871,NA,NA,NA,NA,NA,30,40,NA,NA,NA,NA,NA,29,562,NA,NA,NA,NA,NA,8608,13453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,591,22061,0,0
"790000186","790000178","CHATEAU DE PARSAY SAS","SSR prive","Prive lucratif","MRC PARSAY - BREUIL/CHIZE LD CHATEAU DE PARSAY 79170 BRIEUIL SUR CHIZE",46.1140774,-0.3270004,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,825,NA,NA,NA,NA,NA,NA,23836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,825,23836,0,0
"790000269","870015336","M.E.C.S. LES TERRASSES (OBESES)","SSR prive","Prive non lucratif (non ESPIC)","M.E.C.S. LES TERRASSES (OBESES) NIORT 22 R DU VIVIER 79008 NIORT CEDEX",46.3344434,-0.4622866,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,6043,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,32,61,6043,0,0
"790000681","790002497","MELIORIS LE GRAND FEU","SSR prive","ESPIC","MELIORIS LE GRAND FEU - NIORT 74 R DE LA VERRERIE 79011 NIORT CEDEX",46.3427505,-0.4817247,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,31401,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,9357,100,1000,31401,33,9357
"790003537","790006654","SITE HOSPITALIER DE THOUARS","CH","Public","SITE HOSPITALIER DE THOUARS 2 R DU DOCTEUR ANDRE COLAS 79103 THOUARS CEDEX",46.973397,-0.184001,30,NA,NA,73,66,27,24,1638,NA,NA,3907,642,27,269,5195,NA,NA,24065,21585,8813,7259,6,NA,NA,5,3,NA,0,810,NA,NA,1068,322,NA,NA,220,6483,66917,14,2200
"790007306","860000348","AURA POITOU-CHARENTES","Structure d'alternative a la dialyse","ESPIC","AURA POITOU-CH - NIORT 40 AV DU GENERAL DE GAULLE 79000 NIORT",46.3168473,-0.4600927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"790007694","790006654","PSY. ADULTES - HOP DE JOUR MALABRY","CH","Public",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,12274,NA,NA,0,0,0,64,12274
"790007884","790006654","USLD LES ORANGERS - CHNDS","SLD","Public",NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,9484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,14,9484,0,0
"790008064","790002497","Melioris LE LOGIS DES FRANCS","SSR prive","ESPIC","MELIORIS LE LOGIS DES FRANCS 17 R DES FRANCS 79410 CHERVEUX",46.420995,-0.376514,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,1027,NA,NA,NA,NA,NA,NA,32407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,1027,32407,0,0
"790009369","790006654","USLD LA MAISONNEE - CHNDS","SLD","Public",NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,9234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,27,9234,0,0
"790009948","790001242","POLYCLINIQUE D'INKERMANN","Etablissement de soins pluridisciplinaire","Prive lucratif","POLYCLINIQUE D INKERMANN 84 RTE D AIFFRES 79006 NIORT CEDEX",46.3151429,-0.452612,110,20,NA,38,NA,NA,NA,5572,792,NA,1713,NA,NA,NA,24543,3062,NA,9625,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,8196,0,NA,0,NA,NA,NA,168,8077,37230,36,8196
"790012355","790000012","UNITE INTERS. AUTIST. AD. VENISE VERTE","CH","Public",NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,3351,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,66,NA,NA,10,53,3351,35,66
"790016786","860000348","AURA POITOU-CHARENTES","Structure d'alternative a la dialyse","ESPIC","AURA POITOU-CH - BRESSUIRE 29 R DES CAILLOUX 79300 BRESSUIRE",46.8448402,-0.492783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"790016794","860000348","AURA POITOU-CHARENTES","Structure d'alternative a la dialyse","ESPIC","AURA POITOU-CHARENTES - PARTHENAY 13 R BROSSARD 79200 PARTHENAY",46.6517339,-0.2217688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"790017289","790017271","HOSP. A DOM. - H.A.D. NORD 79","HAD","Prive non lucratif (non ESPIC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8283,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,271,NA,NA,NA,NA,0,0,8283,20,271
"800000143","800000028","CH ABBEVILLE","CH","Public","CH ABBEVILLE 43 R DE L ISLE 80142 ABBEVILLE CEDEX",50.1020665,1.8316055,54,30,NA,215,60,NA,NA,3746,1961,NA,11023,1030,NA,NA,17453,7160,NA,67419,16360,NA,NA,7,NA,NA,13,27,NA,NA,1909,0,NA,501,6317,NA,NA,359,17760,108392,47,8727
"800000150","800002982","ETABLISSEMENT DU VAL D ANCRE","SSR prive","Prive lucratif","SSR PCP ALBERT 86 AV DE LA REPUBLIQUE 80300 ALBERT",50.0031527,2.6568336,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,7496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,270,7496,0,0
"800000184","800000036","CH ALBERT","CH","Public","CH ALBERT 10 R DE TIEN-TSIN 80303 ALBERT CEDEX",49.9997543,2.6537649,NA,NA,NA,20,NA,NA,30,NA,NA,NA,607,NA,NA,413,NA,NA,NA,5251,NA,NA,10493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,50,1020,15744,0,0
"800000192","800000044","HOPITAL NORD CHU AMIENS","CHR","Public","CHU AMIENS NORD PL VICTOR PAUCHET 80054 AMIENS CEDEX 1",49.9070048,2.2903121,0,NA,NA,202,NA,NA,20,10746,0,NA,14743,NA,NA,139,52002,0,NA,87232,NA,NA,5261,0,NA,NA,12,NA,NA,NA,2117,0,NA,3265,NA,NA,NA,222,25628,144495,12,5382
"800000200","800000051","CH CORBIE","CH","Public","CH CORBIE 33 R GAMBETTA 80800 CORBIE",49.9137861,2.513474,NA,NA,NA,19,NA,30,90,NA,NA,NA,587,NA,39,1168,NA,NA,NA,5729,NA,10423,24981,NA,NA,NA,1,NA,NA,15,NA,NA,NA,100,NA,NA,5221,139,1794,41133,16,5321
"800000226","800000069","CH DOULLENS","CH","Public","CH DOULLENS R DE ROUTEQUEUE 80600 DOULLENS",50.1531029,2.3521396,NA,1,NA,48,NA,35,40,NA,29,NA,3033,NA,19,434,NA,0,5446,15299,NA,12462,11935,NA,NA,30,10,NA,NA,NA,NA,0,158,0,NA,NA,NA,124,3515,45142,40,158
"800000275","800000077","CH HAM","CH","Public","CH HAM 56 R DE VERDUN 80400 HAM",49.7417885,3.0857083,NA,NA,NA,29,NA,30,38,NA,NA,NA,784,NA,37,402,NA,NA,NA,7522,NA,10675,10002,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,477,NA,NA,NA,97,1223,28199,5,477
"800000390","800000085","CH CHIMR MONTDIDIER","CH","Public","CH CHIMR MONTDIDIER 25 R AMAND DE VIENNE 80500 MONTDIDIER",49.6482593,2.574402,NA,NA,NA,53,NA,30,40,NA,NA,NA,2346,NA,19,346,NA,NA,NA,16505,NA,9916,11626,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,123,2711,38047,0,0
"800000432","800000093","CH P…RONNE","CH","Public","CH PERONNE PL DU JEU DE PAUME 80201 PERONNE CEDEX",49.9347648,2.9300552,15,15,NA,34,NA,NA,NA,1273,1086,NA,2041,NA,NA,NA,5131,3700,NA,11381,NA,NA,NA,5,NA,NA,5,NA,NA,NA,843,0,NA,966,NA,NA,NA,64,4400,20212,10,1809
"800000440","800000085","CH CHIMR ROYE","CH","Public","CH CHIMR ROYE 4 R DE L HOSPICE 80700 ROYE",49.6963037,2.7907277,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,390,NA,NA,NA,NA,NA,NA,12165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,390,12165,0,0
"800000457","800000119","CENTRE HOSPITALIER SPECIALISE P PINEL","CHS","Public",NA,NA,NA,NA,NA,NA,NA,297,NA,NA,NA,NA,NA,NA,2797,NA,NA,NA,NA,NA,NA,110462,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA,12766,NA,NA,297,2797,110462,124,12766
"800000507","800000135","CENTRE HOSPITALIER INTERCOMMUNAL DE LA BAIE DE SOMME SAINT-VALERY-SUR-SOMME","CH","Public","SSR CHIBS SAINT-VALERY-SUR-SOMME 33 QU DU ROMEREL 80230 ST VALERY SUR SOMME",50.1873123,1.6326003,NA,NA,NA,24,NA,68,57,NA,NA,NA,392,NA,39,332,NA,NA,NA,5775,NA,23677,18971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,149,763,48423,0,0
"800000523","800000853","SOINS SERVICE","HAD","Prive non lucratif (non ESPIC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27569,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,760,NA,NA,NA,NA,0,0,27569,52,760
"800000614","800000044","CENTRE SAINT VICTOR CHU AMIENS","CHR","Public","CHU AMIENS SAINT VICTOR 354 BD DE BEAUVILLE 80054 AMIENS CEDEX 1",49.9044913,2.316952,0,NA,NA,10,NA,190,30,947,NA,NA,185,NA,79,292,2025,NA,NA,2908,NA,66389,10706,0,NA,NA,NA,NA,NA,NA,2318,NA,NA,0,NA,NA,NA,230,1503,82028,0,2318
"800002503","800001141","SA CLINIQUE SAINTE ISABELLE","Etablissement de soins pluridisciplinaire","Prive lucratif","SA CLINIQUE SAINTE ISABELLE 236 RTE D AMIENS 80100 ABBEVILLE",50.0987151,1.8611225,73,0,NA,6,NA,NA,NA,2944,68,NA,286,NA,NA,NA,11354,223,NA,1614,NA,NA,NA,29,1,NA,NA,NA,NA,NA,5280,105,NA,0,NA,NA,NA,79,3298,13191,30,5385
"800002610","800000044","CTRE DE GYNECO OBSTETRIQUE CHU AMIENS","CHR","Public","CHU AMIENS CGO 124 R CAMILLE DESMOULINS 80054 AMIENS CEDEX 1",49.881302,2.3008124,NA,0,NA,0,NA,NA,NA,NA,3237,NA,211,NA,NA,NA,NA,14886,NA,2031,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,1776,NA,0,NA,NA,NA,0,3448,16917,0,1776
"800004111","800000093","CENTRE HENRY EY CH PERONNE","CH","Public",NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,484,NA,NA,NA,NA,NA,NA,5483,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,3615,NA,NA,19,484,5483,24,3615
"800004152","800000093","CENTRE DE MOYEN SEJOUR CH PERONNE","CH","Public","SSR CH PERONNE R HECTOR BERLIOZ 80200 PERONNE",49.9347648,2.9300552,NA,NA,NA,NA,NA,30,20,NA,NA,NA,NA,NA,12,207,NA,NA,NA,NA,NA,10540,6436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,219,16976,0,0
"800006124","800000044","HOPITAL SUD CHU AMIENS","CHR","Public","CHU AMIENS SALOUEL AV RENE LAENNEC 80480 SALOUEL",49.8723612,2.2530379,374,66,NA,449,NA,NA,50,7218,1303,NA,17205,NA,NA,482,37024,5526,NA,134473,NA,NA,14112,38,1,NA,83,NA,NA,7,1976,452,NA,3866,NA,NA,1818,939,26208,191135,129,8112
"800006231","800000028","CENTRE DE G…RONTOLOGIE CH ABBEVILLE","CH","Public","SSR CH ABBEVILLE 80 RTE DE DOULLENS 80142 ABBEVILLE CEDEX",50.1074808,1.8523045,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,329,NA,NA,NA,NA,NA,NA,15775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,329,15775,0,0
"800008989","800002941","CLINIQUE DU VAL D'AQUENNES","SSR prive","Prive lucratif","SSR AQUENNES VILLERS-BRETONNEUX R DU BOIS D AQUENNES 80800 VILLERS BRETONNEUX",49.8671259,2.5019967,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,803,NA,NA,NA,NA,NA,NA,19524,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,60,803,19524,0,0
"800009417","800000085","USLD CHIMR ROYE","SLD","Public",NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,12606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,24,12606,0,0
